DBN,School Name,Category,Year,Total Enrollment,#Grade 9,#Grade 10,#Grade 11,#Grade 12,#Female,%Female,#Male,%Male,#Asian,%Asian,#Black,%Black,#Hispanic,%Hispanic,#Other,%Other,#White,%White,#ELL Spanish,%ELL Spanish,#ELL Chinese,%ELL Chinese,#ELL Bengali,%ELL Bengali,#ELL Arabic,%ELL Arabic,#ELL Haitian Creole,%ELL Haitian Creole,#ELL French,%ELL French,#ELL Russian,%ELL Russian,#ELL Korean,%ELL Korean,#ELL Urdu,%ELL Urdu,#ELL Other,%ELL Other,ELA #Test Takers,ELA #Level 1,ELA %Level 1,ELA #Level 2,ELA %Level 2,ELA #Level 3,ELA %Level 3,ELA #Level 4,ELA %Level 4,ELA #L3+L4,ELA %L3+L4,Math #Test Takers,Math #Level 1,Math %Level 1,Math #Level 2,Math %Level 2,Math #Level 3,Math %Level 3,Math #Level 4,Math %Level 4,Math #L3+L4,Math %L3+L4
26Q315,Business Technology Early College High School,Students in temporary housing,2017-18,29,11,9,s,s,14,48.3%,15,51.7%,7,24.1%,12,41.4%,7,24.1%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,11,s,s,s,s,7,63.6%,s,s,s,s,8,s,s,s,s,s,s,s,s,s,s
26Q315,Business Technology Early College High School,Students with Disabilities,2017-18,61,17,16,21,7,11,18.0%,50,82.0%,10,16.4%,31,50.8%,10,16.4%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,13,6,46.2%,6,46.2%,s,s,s,s,s,s,11,8,72.7%,s,s,s,s,s,s,s,s
26Q415,Benjamin N. Cardozo High School,All Students,2017-18,3699,1010,940,950,799,1939,52.4%,1759,47.6%,1555,42.0%,814,22.0%,751,20.3%,77,2.1%,502,13.6%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,794,94,11.8%,252,31.7%,295,37.2%,153,19.3%,448,56.4%,515,154,29.9%,182,35.3%,111,21.6%,68,13.2%,179,34.8%
26Q415,Benjamin N. Cardozo High School,English Language Learners,2017-18,163,60,58,33,12,62,38.0%,101,62.0%,95,58.3%,10,6.1%,53,32.5%,s,s,s,s,54,33.1%,72,44.2%,s,s,s,s,s,s,s,s,s,s,13,8.0%,s,s,13,8.0%,29,19,65.5%,10,34.5%,s,s,s,s,s,s,35,15,42.9%,10,28.6%,s,s,s,s,s,s
26Q415,Benjamin N. Cardozo High School,Enrolled over the Counter,2017-18,110,33,36,31,10,51,46.4%,59,53.6%,43,39.1%,19,17.3%,29,26.4%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10,s,s,s,s,s,s,s,s,s,s,8,s,s,6,75.0%,s,s,s,s,s,s
26Q415,Benjamin N. Cardozo High School,Receive free or reduced price lunch,2017-18,2459,678,631,634,516,1307,53.2%,1151,46.8%,1136,46.2%,513,20.9%,553,22.5%,40,1.6%,217,8.8%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,538,72,13.4%,172,32.0%,208,38.7%,86,16.0%,294,54.6%,380,115,30.3%,133,35.0%,79,20.8%,53,13.9%,132,34.7%
26Q415,Benjamin N. Cardozo High School,Students in temporary housing,2017-18,107,38,21,29,19,43,40.2%,64,59.8%,28,26.2%,34,31.8%,34,31.8%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,25,s,s,13,52.0%,6,24.0%,s,s,s,s,20,12,60.0%,s,s,s,s,s,s,s,s
26Q415,Benjamin N. Cardozo High School,Students with Disabilities,2017-18,482,170,128,98,86,174,36.1%,308,63.9%,99,20.5%,152,31.5%,138,28.6%,10,2.1%,83,17.2%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,120,52,43.3%,59,49.2%,s,s,s,s,s,s,104,66,63.5%,33,31.7%,s,s,s,s,s,s
27Q262,Channel View School for Research,Enrolled over the Counter,2017-18,17,7,s,s,s,11,64.7%,6,35.3%,s,s,8,47.1%,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
26Q430,Francis Lewis High School,All Students,2017-18,4557,1202,1165,1106,1084,2249,49.4%,2307,50.6%,2575,56.5%,279,6.1%,953,20.9%,32,0.7%,718,15.8%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,969,122,12.6%,260,26.8%,345,35.6%,242,25.0%,587,60.6%,785,162,20.6%,257,32.7%,214,27.3%,152,19.4%,366,46.6%
26Q430,Francis Lewis High School,English Language Learners,2017-18,456,145,133,117,61,206,45.2%,250,54.8%,338,74.1%,s,s,101,22.1%,s,s,12,2.6%,102,22.4%,291,63.8%,9,2.0%,s,s,s,s,s,s,s,s,18,3.9%,12,2.6%,15,3.3%,75,50,66.7%,25,33.3%,s,s,s,s,s,s,100,34,34.0%,31,31.0%,21,21.0%,14,14.0%,35,35.0%
26Q430,Francis Lewis High School,Enrolled over the Counter,2017-18,177,40,57,55,25,96,54.2%,81,45.8%,97,54.8%,s,s,42,23.7%,s,s,24,13.6%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8,s,s,s,s,s,s,s,s,s,s,7,s,s,s,s,s,s,s,s,s,s
26Q430,Francis Lewis High School,Receive free or reduced price lunch,2017-18,3302,849,842,819,792,1664,50.4%,1637,49.6%,2046,62.0%,159,4.8%,738,22.4%,24,0.7%,335,10.1%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,683,95,13.9%,191,28.0%,239,35.0%,158,23.1%,397,58.1%,565,116,20.5%,182,32.2%,154,27.3%,113,20.0%,267,47.3%
26Q430,Francis Lewis High School,Students in temporary housing,2017-18,163,54,47,33,29,81,49.7%,82,50.3%,97,59.5%,13,8.0%,47,28.8%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,34,s,s,11,32.4%,s,s,s,s,s,s,42,13,31.0%,s,s,14,33.3%,s,s,s,s
26Q430,Francis Lewis High School,Students with Disabilities,2017-18,624,247,149,126,102,202,32.4%,422,67.6%,166,26.6%,s,s,265,42.5%,s,s,105,16.8%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,162,74,45.7%,64,39.5%,s,s,s,s,s,s,150,99,66.0%,42,28.0%,s,s,s,s,s,s
26Q435,Martin Van Buren High School,All Students,2017-18,1174,371,306,244,253,526,44.8%,647,55.1%,350,29.8%,516,44.0%,199,17.0%,64,5.5%,45,3.8%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,262,60,22.9%,113,43.1%,80,30.5%,9,3.4%,89,34.0%,188,115,61.2%,56,29.8%,s,s,s,s,s,s
26Q435,Martin Van Buren High School,English Language Learners,2017-18,138,46,40,29,23,48,34.8%,90,65.2%,58,42.0%,26,18.8%,42,30.4%,s,s,s,s,44,31.9%,s,s,22,15.9%,s,s,12,8.7%,s,s,s,s,s,s,6,4.3%,46,33.3%,20,17,85.0%,s,s,s,s,s,s,s,s,17,13,76.5%,s,s,s,s,s,s,s,s
26Q435,Martin Van Buren High School,Enrolled over the Counter,2017-18,147,59,45,30,13,66,44.9%,81,55.1%,44,29.9%,66,44.9%,26,17.7%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,22,s,s,8,36.4%,8,36.4%,s,s,s,s,17,11,64.7%,s,s,s,s,s,s,s,s
26Q435,Martin Van Buren High School,Receive free or reduced price lunch,2017-18,886,275,216,191,204,423,47.7%,462,52.1%,277,31.3%,378,42.7%,152,17.2%,46,5.2%,33,3.7%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,205,s,s,88,42.9%,57,27.8%,s,s,s,s,150,98,65.3%,40,26.7%,s,s,s,s,s,s
26Q435,Martin Van Buren High School,Students in temporary housing,2017-18,84,39,22,9,14,37,44.0%,47,56.0%,25,29.8%,39,46.4%,13,15.5%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,25,6,24.0%,16,64.0%,s,s,s,s,s,s,20,13,65.0%,7,35.0%,s,s,s,s,s,s
26Q435,Martin Van Buren High School,Students with Disabilities,2017-18,133,55,28,24,26,45,33.8%,88,66.2%,21,15.8%,70,52.6%,31,23.3%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,39,20,51.3%,15,38.5%,s,s,s,s,s,s,36,29,80.6%,6,16.7%,s,s,s,s,s,s
26Q495,Bayside High School,All Students,2017-18,3024,1015,692,701,616,1440,47.6%,1584,52.4%,1295,42.8%,352,11.6%,801,26.5%,48,1.6%,528,17.5%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,658,105,16.0%,231,35.1%,237,36.0%,85,12.9%,322,48.9%,545,154,28.3%,225,41.3%,120,22.0%,46,8.4%,166,30.5%
26Q495,Bayside High School,English Language Learners,2017-18,216,134,54,s,s,95,44.0%,121,56.0%,138,63.9%,s,s,70,32.4%,s,s,6,2.8%,70,32.4%,122,56.5%,s,s,s,s,s,s,s,s,s,s,8,3.7%,s,s,9,4.2%,63,45,71.4%,18,28.6%,s,s,s,s,s,s,78,30,38.5%,31,39.7%,s,s,s,s,s,s
26Q495,Bayside High School,Enrolled over the Counter,2017-18,144,73,40,25,6,69,47.9%,75,52.1%,67,46.5%,s,s,50,34.7%,s,s,20,13.9%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,22,s,s,8,36.4%,11,50.0%,s,s,s,s,19,6,31.6%,11,57.9%,s,s,s,s,s,s
26Q495,Bayside High School,Receive free or reduced price lunch,2017-18,2205,729,502,490,484,1045,47.4%,1160,52.6%,1033,46.8%,266,12.1%,652,29.6%,24,1.1%,230,10.4%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,461,82,17.8%,175,38.0%,154,33.4%,50,10.8%,204,44.3%,406,116,28.6%,168,41.4%,88,21.7%,34,8.4%,122,30.0%
26Q495,Bayside High School,Students in temporary housing,2017-18,149,75,32,25,17,68,45.6%,81,54.4%,64,43.0%,s,s,58,38.9%,s,s,17,11.4%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,35,12,34.3%,13,37.1%,s,s,s,s,s,s,32,9,28.1%,16,50.0%,s,s,s,s,s,s
26Q495,Bayside High School,Students with Disabilities,2017-18,544,259,110,124,51,194,35.7%,350,64.3%,114,21.0%,s,s,219,40.3%,s,s,112,20.6%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,130,48,36.9%,65,50.0%,s,s,s,s,s,s,125,75,60.0%,44,35.2%,s,s,s,s,s,s
26Q566,"Queens High School of Teaching, Liberal Arts and t",All Students,2017-18,1073,313,280,248,232,524,48.8%,549,51.2%,222,20.7%,592,55.2%,154,14.4%,34,3.2%,71,6.6%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,229,41,17.9%,104,45.4%,76,33.2%,8,3.5%,84,36.7%,188,80,42.6%,89,47.3%,s,s,s,s,s,s
26Q566,"Queens High School of Teaching, Liberal Arts and t",Enrolled over the Counter,2017-18,21,6,8,s,s,8,38.1%,13,61.9%,6,28.6%,9,42.9%,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
26Q566,"Queens High School of Teaching, Liberal Arts and t",Receive free or reduced price lunch,2017-18,570,183,137,113,137,283,49.6%,287,50.4%,144,25.3%,288,50.5%,88,15.4%,20,3.5%,30,5.3%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,140,s,s,68,48.6%,45,32.1%,s,s,s,s,117,51,43.6%,52,44.4%,s,s,s,s,s,s
26Q566,"Queens High School of Teaching, Liberal Arts and t",Students in temporary housing,2017-18,18,9,s,s,s,9,50.0%,9,50.0%,s,s,10,55.6%,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
26Q566,"Queens High School of Teaching, Liberal Arts and t",Students with Disabilities,2017-18,221,86,51,51,33,89,40.3%,132,59.7%,30,13.6%,112,50.7%,41,18.6%,6,2.7%,32,14.5%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,56,23,41.1%,25,44.6%,s,s,s,s,s,s,52,34,65.4%,16,30.8%,s,s,s,s,s,s
27Q260,Frederick Douglass Academy VI High School,All Students,2017-18,349,95,94,72,88,176,50.4%,173,49.6%,7,2.0%,184,52.7%,148,42.4%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,34,18,52.9%,11,32.4%,s,s,s,s,s,s,34,27,79.4%,6,17.6%,s,s,s,s,s,s
27Q260,Frederick Douglass Academy VI High School,English Language Learners,2017-18,65,22,20,10,13,35,53.8%,30,46.2%,s,s,s,s,58,89.2%,s,s,s,s,63,96.9%,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,9,9,100.0%,s,s,s,s,s,s,s,s
27Q260,Frederick Douglass Academy VI High School,Enrolled over the Counter,2017-18,129,65,38,10,16,71,55.0%,58,45.0%,s,s,71,55.0%,53,41.1%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,23,13,56.5%,7,30.4%,s,s,s,s,s,s,21,18,85.7%,s,s,s,s,s,s,s,s
27Q260,Frederick Douglass Academy VI High School,Receive free or reduced price lunch,2017-18,269,73,70,52,74,142,52.8%,127,47.2%,7,2.6%,153,56.9%,103,38.3%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,31,16,51.6%,11,35.5%,s,s,s,s,s,s,27,20,74.1%,6,22.2%,s,s,s,s,s,s
27Q260,Frederick Douglass Academy VI High School,Students in temporary housing,2017-18,53,17,20,s,s,31,58.5%,22,41.5%,s,s,31,58.5%,19,35.8%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
27Q260,Frederick Douglass Academy VI High School,Students with Disabilities,2017-18,67,25,16,11,15,25,37.3%,42,62.7%,s,s,40,59.7%,25,37.3%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,10,9,90.0%,s,s,s,s,s,s,s,s,10,8,80.0%,s,s,s,s,s,s,s,s
27Q261,Voyages Prep - South Queens,All Students,2017-18,299,255,No Data,No Data,44,133,44.5%,166,55.5%,28,9.4%,184,61.5%,52,17.4%,16,5.4%,19,6.4%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
27Q261,Voyages Prep - South Queens,English Language Learners,2017-18,s,s,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
27Q261,Voyages Prep - South Queens,Enrolled over the Counter,2017-18,140,s,No Data,No Data,s,64,45.7%,76,54.3%,11,7.9%,83,59.3%,22,15.7%,7,5.0%,17,12.1%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
27Q261,Voyages Prep - South Queens,Receive free or reduced price lunch,2017-18,219,183,No Data,No Data,36,108,49.3%,111,50.7%,22,10.0%,135,61.6%,37,16.9%,12,5.5%,13,5.9%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
27Q261,Voyages Prep - South Queens,Students in temporary housing,2017-18,18,s,No Data,No Data,s,8,44.4%,10,55.6%,s,s,12,66.7%,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
27Q261,Voyages Prep - South Queens,Students with Disabilities,2017-18,27,s,No Data,No Data,s,14,51.9%,13,48.1%,s,s,20,74.1%,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
27Q262,Channel View School for Research,All Students,2017-18,522,143,127,122,130,271,51.9%,251,48.1%,40,7.7%,247,47.3%,161,30.8%,7,1.3%,67,12.8%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,129,25,19.4%,56,43.4%,40,31.0%,8,6.2%,48,37.2%,92,37,40.2%,49,53.3%,s,s,s,s,s,s
27Q262,Channel View School for Research,English Language Learners,2017-18,10,s,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,6,60.0%,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
27Q262,Channel View School for Research,Receive free or reduced price lunch,2017-18,368,107,90,77,94,202,54.9%,166,45.1%,s,s,173,47.0%,126,34.2%,s,s,34,9.2%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,100,17,17.0%,40,40.0%,37,37.0%,6,6.0%,43,43.0%,69,24,34.8%,40,58.0%,s,s,s,s,s,s
27Q262,Channel View School for Research,Students in temporary housing,2017-18,s,s,s,s,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
27Q262,Channel View School for Research,Students with Disabilities,2017-18,67,19,15,14,19,22,32.8%,45,67.2%,s,s,32,47.8%,25,37.3%,s,s,9,13.4%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,19,11,57.9%,7,36.8%,s,s,s,s,s,s,17,14,82.4%,s,s,s,s,s,s,s,s
27Q302,"Queens High School for Information, Research, and",All Students,2017-18,443,109,133,118,83,150,33.9%,293,66.1%,29,6.5%,171,38.6%,225,50.8%,9,2.0%,9,2.0%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,92,26,28.3%,42,45.7%,s,s,s,s,s,s,68,51,75.0%,17,25.0%,s,s,s,s,s,s
27Q302,"Queens High School for Information, Research, and",English Language Learners,2017-18,118,18,46,33,21,40,33.9%,78,66.1%,s,s,s,s,109,92.4%,s,s,s,s,112,94.9%,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,9,7,77.8%,s,s,s,s,s,s,s,s,10,10,100.0%,s,s,s,s,s,s,s,s
27Q302,"Queens High School for Information, Research, and",Enrolled over the Counter,2017-18,61,27,27,s,s,25,41.0%,36,59.0%,s,s,19,31.1%,39,63.9%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,16,s,s,7,43.8%,s,s,s,s,s,s,12,10,83.3%,s,s,s,s,s,s,s,s
27Q302,"Queens High School for Information, Research, and",Receive free or reduced price lunch,2017-18,317,81,92,86,58,114,36.0%,203,64.0%,20,6.3%,123,38.8%,161,50.8%,6,1.9%,7,2.2%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,77,20,26.0%,39,50.6%,s,s,s,s,s,s,55,39,70.9%,16,29.1%,s,s,s,s,s,s
27Q302,"Queens High School for Information, Research, and",Students in temporary housing,2017-18,28,8,9,s,s,7,25.0%,21,75.0%,s,s,16,57.1%,8,28.6%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,8,s,s,s,s,s,s,s,s,s,s,8,6,75.0%,s,s,s,s,s,s,s,s
27Q302,"Queens High School for Information, Research, and",Students with Disabilities,2017-18,78,27,22,19,10,13,16.7%,65,83.3%,s,s,41,52.6%,29,37.2%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27,16,59.3%,9,33.3%,s,s,s,s,s,s,22,21,95.5%,s,s,s,s,s,s,s,s
27Q308,Robert H. Goddard High School of Communication Art,All Students,2017-18,621,169,163,147,142,324,52.2%,297,47.8%,163,26.2%,52,8.4%,238,38.3%,31,5.0%,137,22.1%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,147,20,13.6%,59,40.1%,52,35.4%,16,10.9%,68,46.3%,124,46,37.1%,65,52.4%,s,s,s,s,s,s
27Q308,Robert H. Goddard High School of Communication Art,English Language Learners,2017-18,22,8,8,6,No Data,14,63.6%,8,36.4%,s,s,s,s,15,68.2%,s,s,s,s,15,68.2%,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,6,s,s,s,s,s,s,s,s,s,s,6,6,100.0%,s,s,s,s,s,s,s,s
27Q308,Robert H. Goddard High School of Communication Art,Enrolled over the Counter,2017-18,25,10,10,s,s,15,60.0%,10,40.0%,s,s,s,s,7,28.0%,s,s,9,36.0%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
27Q351,Rockaway Collegiate High School,Enrolled over the Counter,2017-18,56,30,17,s,s,30,53.6%,26,46.4%,s,s,37,66.1%,14,25.0%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,13,s,s,s,s,s,s,s,s,s,s,8,6,75.0%,s,s,s,s,s,s,s,s
